row_type,query_keyframe_id,valid_overlap_query,sc_rank1_correct,best_shift,raw_shift_deg,sc_yaw_proxy_deg,gt_heading_deg,absolute_error_deg,cohort,count,mae_deg,median_ae_deg,p90_ae_deg,pearson,spearman,proxy_gate_pass
per_query,183.0,True,True,59.0,354.0,6.0,7.619902346440597,1.6199023464405968,,,,,,,,
per_query,184.0,True,True,57.0,342.0,18.0,8.876560653178103,9.123439346821897,,,,,,,,
per_query,185.0,True,True,55.0,330.0,30.0,10.830712194645486,19.169287805354514,,,,,,,,
per_query,186.0,True,True,0.0,0.0,0.0,14.817431615825683,14.817431615825683,,,,,,,,
per_query,187.0,True,True,3.0,18.0,18.0,16.370847104540246,1.6291528954597538,,,,,,,,
per_query,188.0,True,True,2.0,12.0,12.0,10.672684009527927,1.3273159904720728,,,,,,,,
per_query,189.0,True,True,1.0,6.0,6.0,9.568515794870308,3.568515794870308,,,,,,,,
per_query,190.0,True,True,2.0,12.0,12.0,10.446271594142985,1.553728405857015,,,,,,,,
per_query,191.0,True,True,2.0,12.0,12.0,11.331258237312284,0.6687417626877163,,,,,,,,
per_query,192.0,True,True,3.0,18.0,18.0,19.189945642248006,1.1899456422480057,,,,,,,,
per_query,193.0,True,True,3.0,18.0,18.0,20.162065785661213,2.1620657856612127,,,,,,,,
per_query,194.0,True,True,3.0,18.0,18.0,20.75485431103823,2.7548543110382298,,,,,,,,
per_query,195.0,True,True,3.0,18.0,18.0,20.10490138173259,2.1049013817325886,,,,,,,,
per_query,196.0,True,True,3.0,18.0,18.0,20.49681083231141,2.496810832311411,,,,,,,,
per_query,197.0,True,True,4.0,24.0,24.0,19.70118022818187,4.298819771818131,,,,,,,,
per_query,198.0,True,True,3.0,18.0,18.0,17.283504058579638,0.7164959414203622,,,,,,,,
per_query,199.0,True,True,2.0,12.0,12.0,12.606836427851647,0.6068364278516469,,,,,,,,
per_query,200.0,True,True,2.0,12.0,12.0,9.117922061638296,2.8820779383617037,,,,,,,,
per_query,201.0,True,True,0.0,0.0,0.0,4.802232347970715,4.802232347970715,,,,,,,,
per_query,202.0,True,True,0.0,0.0,0.0,0.8572549479260942,0.8572549479260942,,,,,,,,
per_query,203.0,True,True,0.0,0.0,0.0,2.1953204776395125,2.1953204776395125,,,,,,,,
per_query,204.0,True,True,0.0,0.0,0.0,2.6571252734044606,2.6571252734044606,,,,,,,,
per_query,205.0,True,True,0.0,0.0,0.0,2.594577502891184,2.594577502891184,,,,,,,,
per_query,206.0,True,True,0.0,0.0,0.0,2.491382039050393,2.491382039050393,,,,,,,,
per_query,207.0,True,True,0.0,0.0,0.0,0.14341430971958857,0.14341430971958857,,,,,,,,
per_query,208.0,True,True,1.0,6.0,6.0,2.682285299680302,3.317714700319698,,,,,,,,
per_query,209.0,True,True,1.0,6.0,6.0,5.55901535563288,0.4409846443671199,,,,,,,,
per_query,210.0,True,True,2.0,12.0,12.0,9.068461702078253,2.9315382979217475,,,,,,,,
per_query,211.0,True,True,2.0,12.0,12.0,11.016082855290762,0.9839171447092383,,,,,,,,
per_query,212.0,True,True,2.0,12.0,12.0,11.870136721821126,0.129863278178874,,,,,,,,
per_query,213.0,True,True,2.0,12.0,12.0,10.726990053226416,1.273009946773584,,,,,,,,
per_query,214.0,True,True,2.0,12.0,12.0,9.97999403357457,2.0200059664254297,,,,,,,,
per_query,215.0,True,True,2.0,12.0,12.0,9.9946228581789,2.0053771418211,,,,,,,,
per_query,216.0,True,True,2.0,12.0,12.0,9.396460645320786,2.6035393546792136,,,,,,,,
per_query,217.0,True,True,2.0,12.0,12.0,8.620953115886948,3.379046884113052,,,,,,,,
per_query,218.0,True,True,1.0,6.0,6.0,6.886621633150014,0.8866216331500141,,,,,,,,
per_query,219.0,True,True,0.0,0.0,0.0,1.4247411706824664,1.4247411706824664,,,,,,,,
per_query,220.0,True,True,0.0,0.0,0.0,1.5821965580326776,1.5821965580326776,,,,,,,,
per_query,221.0,True,True,0.0,0.0,0.0,2.4863548128297737,2.4863548128297737,,,,,,,,
per_query,222.0,True,True,0.0,0.0,0.0,1.731140735513435,1.731140735513435,,,,,,,,
per_query,223.0,True,True,0.0,0.0,0.0,2.243443568953438,2.243443568953438,,,,,,,,
per_query,224.0,True,True,0.0,0.0,0.0,1.6130535018681371,1.6130535018681371,,,,,,,,
per_query,225.0,True,True,0.0,0.0,0.0,1.2523400286754338,1.2523400286754338,,,,,,,,
per_query,226.0,True,True,0.0,0.0,0.0,1.464714172823392,1.464714172823392,,,,,,,,
per_query,227.0,True,True,0.0,0.0,0.0,0.7679531197718177,0.7679531197718177,,,,,,,,
per_query,228.0,True,True,0.0,0.0,0.0,0.3325413282052523,0.3325413282052523,,,,,,,,
per_query,229.0,True,True,0.0,0.0,0.0,0.1475328419486459,0.1475328419486459,,,,,,,,
per_query,230.0,True,True,0.0,0.0,0.0,1.2469542663960738,1.2469542663960738,,,,,,,,
per_query,231.0,True,True,0.0,0.0,0.0,1.035369664713187,1.035369664713187,,,,,,,,
per_query,232.0,True,True,0.0,0.0,0.0,2.6547428317167316,2.6547428317167316,,,,,,,,
per_query,233.0,True,True,59.0,354.0,6.0,3.681155193949678,2.318844806050322,,,,,,,,
per_query,234.0,True,True,59.0,354.0,6.0,4.761309715035196,1.2386902849648038,,,,,,,,
per_query,235.0,True,True,59.0,354.0,6.0,4.624610329856068,1.3753896701439317,,,,,,,,
per_query,236.0,True,True,59.0,354.0,6.0,4.5137121348016365,1.4862878651983635,,,,,,,,
per_query,237.0,True,True,59.0,354.0,6.0,5.435042441105907,0.5649575588940934,,,,,,,,
per_query,238.0,True,True,59.0,354.0,6.0,7.212978469422836,1.2129784694228363,,,,,,,,
per_query,239.0,True,True,59.0,354.0,6.0,10.910632146546789,4.910632146546789,,,,,,,,
per_query,240.0,True,True,58.0,348.0,12.0,13.571773003423601,1.5717730034236013,,,,,,,,
per_query,241.0,True,True,57.0,342.0,18.0,15.903050045579022,2.096949954420978,,,,,,,,
