loop_id,query_keyframe_id,candidate_keyframe_id,SC_rank,SC_score,GICP_quality,translation_before_m,rotation_before_deg,translation_after_m,rotation_after_deg,robust_weight
22,56,87,1,0.8902820348739624,0.6236878990647601,9.80125388070882,10.085605046706696,4.262272149109672,71.66664860499606,1.0
23,61,78,1,0.8848101496696472,0.6196591835790421,407.54409341834025,37.016862736267356,402.0719628856143,29.12919118949411,1.0
24,77,88,1,0.8722999691963196,0.6221683715419988,9.987832285613404,37.71279859421939,1.0707442596998455,4.610055731985371,1.0
25,79,76,1,0.8783862590789795,0.6154171896581392,10.04006011057155,37.73627876101259,0.28544604320604733,1.0377692334119053,1.0
26,80,87,1,0.8923806548118591,0.6168898773251005,9.976887045655946,37.69061864138974,0.25536852528445275,0.9640474947539438,1.0
27,81,76,1,0.8763748407363892,0.612086372716865,10.015928457559683,37.705379459884924,0.05504546976107089,0.29344467026297516,1.0
28,83,87,1,0.8764867186546326,0.6253777356024726,9.99211089239103,37.701117409883736,0.12862876134697687,0.38509764978962563,1.0
29,86,76,2,0.8758692145347595,0.6111481282487037,10.04908574341209,37.67903665736532,0.045347523527001755,0.35683968729782567,1.0
30,89,87,1,0.880837619304657,0.6279181862451949,9.972938405325415,37.63804602073585,0.04360116298754102,0.23538877828771473,1.0
31,90,76,1,0.8640317916870117,0.6260543407785754,10.043349076049179,37.68223997972707,0.34764304970643184,1.1968666316263152,1.0
32,91,43,1,0.8878743648529053,0.6267376802001043,348.4356513736613,68.21775860811965,185.33856386133942,34.34251412952159,1.0
33,92,21,1,0.8764877915382385,0.6397014251263771,9.228424239234437,15.346895036383325,8.666686574645698,13.121311971218764,1.0
34,93,78,1,0.8793772459030151,0.6178549360149299,10.04358157191131,37.6259868320047,0.791938765550597,0.6146287987090522,1.0
35,94,87,1,0.8764411807060242,0.6304698555186095,9.980941735264594,37.64576653362128,0.38951387255837494,1.5285466465419277,1.0
36,96,95,1,0.875256359577179,0.642006743163744,9.928145603939207,37.48747068011029,0.28454341389401705,0.7527541375054231,1.0
37,97,43,2,0.8708986639976501,0.6094261437513746,348.4679603419086,68.21989350540488,184.0292043406931,37.01750632613227,1.0
38,99,93,1,0.880998969078064,0.6296502938716623,9.89154114774151,37.523295292955744,0.4419066946958345,0.39024674296120937,1.0
39,105,93,1,0.8822749853134155,0.6482197461173588,9.9023278227368,37.44137740171036,0.14167468725579935,0.9512085521542987,1.0
40,108,87,1,0.8942577242851257,0.6204047064734061,10.00881100807119,37.44425839448584,0.41165015811384575,1.2886970292694069,1.0
41,109,123,1,0.8694676160812378,0.6357186050938611,9.855699474823732,37.50895953717738,0.3346718345353763,0.2972206713543939,1.0
42,129,102,1,0.7421413660049438,0.6116859117392582,9.857248631981076,37.18522104901568,0.2508516452666895,0.2713786515989728,1.0
43,141,90,1,0.8293883800506592,0.6195809301294771,9.796549486737067,36.95348661886175,0.5795503455486556,0.6254431689447078,1.0
44,144,43,1,0.8317775726318359,0.6240580223457882,348.24044692937196,67.53449498978696,183.17828746787924,33.39301045386534,1.0
45,146,87,1,0.8375588655471802,0.6161265761436509,9.747435656017037,36.94545439582611,1.7358648190039363,0.936309630272485,1.0
46,147,43,1,0.8332931399345398,0.6202605311085034,348.2345979104866,67.5688159544786,183.74552726601678,34.13852151319576,1.0
47,148,81,2,0.8347434401512146,0.6161899048407045,9.819251471644677,36.99332331374837,0.12346618711752055,0.2346044440750478,1.0
48,151,119,2,0.8154963254928589,0.6169362000107456,9.69771390012798,37.05476640312214,0.2883051946797731,1.105301454396133,1.0
49,152,21,2,0.8228520154953003,0.6153407050035609,9.050947702277075,15.97913205689305,7.303579819787948,14.417175333199689,1.0
50,153,90,2,0.8134828805923462,0.6113145669803813,9.741566769363075,37.03576045643327,0.6160279788147122,1.2317315047931607,1.0
51,154,67,2,0.817063570022583,0.6163178156220286,9.658519293404506,37.3498874908925,3.1461098269859193,42.494436797594055,1.0
52,155,90,2,0.8128678798675537,0.6096807291937866,9.735233160240766,37.0589198040804,0.24629071478541345,2.833363234235231,1.0
53,160,43,1,0.8485140204429626,0.6102399049081921,348.20981886910556,67.64980832909697,183.2172466883749,28.499783986087486,1.0
54,161,87,1,0.8428076505661011,0.6107710940094605,9.754451839849928,37.05364164798303,2.0153458967235394,4.891278504665836,1.0
55,163,43,1,0.8345335125923157,0.6126024772507241,348.2395962777764,67.70362659246022,183.42031017538318,22.673103589751864,1.0
56,164,67,3,0.833920419216156,0.6102359739674247,9.678021100934663,37.42220443737933,4.053033541812216,35.256010490266455,1.0
57,168,90,1,0.8359265327453613,0.613865960288018,9.756834124747368,37.09806231781901,0.08824947732680978,1.5897996679367006,1.0
58,170,118,1,0.8465330004692078,0.6111648020633806,9.815364899360112,37.27475725436262,0.24780292548688082,1.4849343213625403,1.0
59,179,131,1,0.8955921530723572,0.6840931040868137,10.922403616531112,37.267579913973485,0.22381737906766783,0.23236967607835887,1.0
60,211,177,1,0.7422690987586975,0.6161371792716084,7.344816596735384,34.465080234248795,0.2558172949250352,0.9706694923607292,1.0
61,283,252,1,0.8145303130149841,0.7493432841095745,7.32410687763558e-15,2.5135257295550363e-15,0.0214823109289419,0.32128731640099306,1.0
62,454,3012,1,0.8542033433914185,0.7116246501330794,10.243154371647325,44.022038099054754,0.3115470760854458,1.429038970460542,1.0
63,481,3042,2,0.8121486902236938,0.6277035395707767,10.60580323962672,40.80046669643445,0.13630147284508037,1.5776631822627347,1.0
64,512,3072,1,0.8045189380645752,0.6940297318885271,11.748463905195967,39.70856652942219,0.036778710358053295,1.3092975256106296,1.0
65,547,3613,1,0.8390812873840332,0.6274371117908462,13.148212868116621,77.13135210535627,0.10285748769145578,2.951807137869148,1.0
66,575,2550,1,0.9227021932601928,0.7321150251667603,17.431044119469426,58.767209682906326,0.16792101318845856,2.7028209254341204,1.0
67,632,3535,1,0.8109207153320312,0.6672368367564444,40.96129489714097,67.07049068769328,0.3957133733899099,11.22786141592511,1.0
68,635,2615,1,0.8378020524978638,0.7148947949822614,43.99392306913381,44.40110779953188,0.06692872751153169,1.7094369561746123,1.0
69,638,3529,1,0.8706036806106567,0.6807738495585459,44.854309333391505,66.74498625299375,0.2178202467217821,10.126868935385872,1.0
70,639,2620,1,0.9017339944839478,0.710677219036998,45.575320147300864,47.14357194760896,0.10244792645629676,1.6454800250906658,1.0
71,643,3525,1,0.9152839183807372,0.6709109452218296,47.447389036346244,63.59106993229871,0.09069314656022191,7.789950802687448,1.0
72,644,2625,1,0.8779857754707336,0.6918211464438595,47.88225137895951,45.503123474522084,0.02610096565770384,0.511624292883808,1.0
73,645,3522,1,0.886044442653656,0.6904201698484841,48.73746137755684,62.17582316664632,0.22784744320831515,6.989624851662766,1.0
74,646,2628,1,0.8412347435951233,0.7066129091752023,49.31504635185385,45.279258500710235,0.04202623690727734,1.1584723222445694,1.0
75,653,3513,1,0.8499059081077576,0.6754385150173107,52.148643158244056,41.72772883841162,0.10651279399028604,2.1351038847399617,1.0
76,659,2646,1,0.8385369181632996,0.6385180467576592,55.360510061956255,56.14404802147584,0.21893412265469608,4.028978311107975,1.0
77,660,3504,1,0.8678114414215088,0.6718632002202978,54.84817386439407,47.63690252602896,0.06341462557272921,1.9239439976886685,1.0
78,661,2646,1,0.895821213722229,0.6313765680362369,55.06440428269665,54.52969845955887,0.2383969253729226,3.1461347639111685,1.0
79,664,3500,1,0.8735635876655579,0.6585356229973758,55.69592629598417,46.502106996246106,0.10729126401423364,2.867803519945644,1.0
80,746,3426,1,0.6705124974250793,0.6389307486787777,53.301520545990364,3.2038025022057948,0.2561672385918394,11.5575876807306,1.0
81,779,3399,1,0.7904973030090332,0.650421433438587,51.75488209578964,26.51262428406285,0.060436886188535995,1.9473335786874628,1.0
82,827,3360,1,0.8075024485588074,0.6653141363611097,50.86807041905959,7.335308646958134,0.15013931682452983,7.240701698212723,1.0
83,843,3358,1,0.7812601923942566,0.6256591958381499,49.7013775127298,4.979877678134315,0.16525227277954882,5.237334476592714,1.0
84,878,3347,1,0.6795466542243958,0.6601643982352962,48.74938122394005,35.39464617171158,0.3859849460493235,20.684081699845173,1.0
85,905,3802,1,0.834641695022583,0.716523471172095,34.70858131040712,16.85660549062845,0.32688461472041597,10.18166912701281,1.0
86,931,3276,1,0.8002232909202576,0.6579421751015161,28.66203668830954,10.258816292827502,0.07899594222922124,5.573732420510066,1.0
87,934,3779,1,0.784054696559906,0.6689501824016759,28.582026450319983,11.181801201634793,0.1028219702779384,4.893111104397208,1.0
88,936,3271,1,0.8002192974090576,0.6635377843644836,27.88736904426708,7.788723070849122,0.0523518243892631,4.446012959129528,1.0
89,946,3771,1,0.755550742149353,0.6581714662384544,27.439462800156694,10.141012804356938,0.06507317919015801,4.549608511989535,1.0
90,954,3261,1,0.7709261178970337,0.633169831442467,27.59504795401836,8.143964913198086,0.10464526415756599,4.638086842087108,1.0
91,959,3764,1,0.7810923457145691,0.6341688471592201,27.123367834349732,11.312693188131247,0.135486783176918,4.45327794189354,1.0
92,973,3248,1,0.8114733099937439,0.6487266336392299,27.941748260279947,8.28842453276619,0.16468504063944173,4.719126838079284,1.0
93,993,3742,1,0.9194694757461548,0.6509126083306915,26.753826253758888,9.45041036997494,0.13228919937631684,4.964472233506165,1.0
94,1002,3218,1,0.8068093657493591,0.6397904077105935,26.121701934337754,0.7770312968591623,0.08205525271525889,4.024081193231396,1.0
95,1014,3199,1,0.7249444723129272,0.6179060210418071,24.68692842119821,18.496854061151243,0.05296334305489075,2.9418000191615086,1.0
96,1036,3174,1,0.835446834564209,0.6302733859116636,22.13836981336361,20.640894422514776,0.07384427231917,2.1753597168884458,1.0
97,1037,3686,1,0.8222317099571228,0.6118641069406233,21.85547791935492,22.07986912866671,0.060865159792587435,2.1587054780047614,1.0
98,1041,3168,1,0.8482040762901306,0.6423931006260053,21.45655594833234,24.02018745175918,0.04782402803787824,2.4230561639736834,1.0
99,1052,3672,1,0.8902572393417358,0.6666305572407643,20.03821134854662,29.25895011878907,0.06200277859716006,2.2745750417965884,1.0
100,1082,2493,1,0.866249680519104,0.6424447055003613,16.94969802265594,54.31001971994893,0.04239195316152774,0.8407283515766781,1.0
101,1083,3130,1,0.8270240426063538,0.6428393032110271,17.272592878877887,26.360616215935305,0.09325854184110428,1.8994659602878674,1.0
102,1087,3645,1,0.800129234790802,0.6285489397373655,16.59970805718367,43.75100146550211,0.07104455111137445,1.4896857149474918,1.0
103,1091,3123,3,0.745765209197998,0.625724509525892,16.590769860731953,26.147094176358845,0.07544732201336367,2.1752016635337874,1.0
104,1109,3107,3,0.7159595489501953,0.6295802847163245,14.937944939240378,27.29610135120864,0.06876894287225485,2.0383200289831134,1.0
105,1121,2529,2,0.7402858734130859,0.6216299201395598,13.886747281640883,50.45482872183501,0.12941252066078573,1.7711968159035243,1.0
106,1134,3082,1,0.6372161507606506,0.6289796472089101,12.358042402534439,18.177103898447932,0.08609858809223309,2.0077403365275557,1.0
107,1144,3073,1,0.6287373900413513,0.6385726490896373,12.338335407209108,24.51511230274232,0.12158992625193348,1.4011835566481932,1.0
108,1308,2933,1,0.7611268758773804,0.6959393695014101,13.471560204738633,66.79738284142189,0.2660730512981878,7.907370117306113,1.0
109,1327,2908,1,0.8799906373023987,0.6781697543467935,19.48902251389941,65.43192108534507,0.301347390669435,9.293089703692386,1.0
110,1348,2894,3,0.6050102114677429,0.6142009699752522,23.759484338095124,74.72883892509945,0.6134075799114471,16.515548531497966,1.0
111,1373,2865,1,0.7755918502807617,0.7035806606797284,37.04973111828357,59.60570681629622,0.5694816371708878,10.804501126593685,1.0
112,1444,2798,1,0.8427097201347351,0.7048106596128224,65.29891667509705,31.42217719524797,0.21980249113057382,1.2750885973946031,1.0
113,1557,2694,3,0.7079760432243347,0.610724682233607,61.91631028616386,52.97833035996354,0.34582494313453765,7.246601787077886,1.0
114,1579,2678,1,0.676349937915802,0.623547987532016,58.90583382988905,66.791344682624,0.6193423854075379,16.909877003865127,1.0
115,1606,2654,1,0.8166429400444031,0.6649753185672628,56.48965129784673,71.93754453115216,0.4231779771752443,18.00972004025894,1.0
116,1619,3494,1,0.8086344599723816,0.6369972497395254,57.42040888832179,39.54398964998466,0.0797421892186837,1.1675489536486656,1.0
117,1650,3461,1,0.643755316734314,0.6188503776670095,55.28510133024178,28.86430805935052,0.09299411492192526,2.3069870148392844,1.0
118,1661,3451,1,0.6543647646903992,0.6191845001695251,54.280992665369496,28.337813138507848,0.0847119397988455,2.307633077102485,1.0
119,1694,3417,1,0.7697179913520813,0.6593446135743759,52.93886266463109,1.0227227115112922,0.1748729378548286,12.636348998584337,1.0
120,1716,3399,1,0.8053368926048279,0.6446890753246042,52.01962643884473,26.21707911474115,0.02568262453620791,2.1636178476541206,1.0
121,1740,3384,2,0.7351366281509399,0.6248677206280738,51.38588188800415,25.5445609066846,0.053689233824652495,2.8617923422870075,1.0
122,1759,3368,3,0.6241275072097778,0.6297142909567404,50.85991707783682,22.64118755456959,0.08224893546873441,3.802899263296906,1.0
123,1776,3365,1,0.7643148303031921,0.6170708129492646,50.366282117303754,13.559146421498493,0.09871537780698882,5.949945663619253,1.0
124,1789,3358,1,0.864039421081543,0.6301201009260927,49.8527337966153,8.3593802290284,0.11719051204858896,10.70375269362718,1.0
125,1806,3863,1,0.7649023532867432,0.6947490437548437,49.639633626756655,56.48655939409484,0.15030361608772272,4.214407580154626,1.0
126,1964,4162,3,0.7379958033561707,0.611406393039068,35.6799840371191,57.45671849937604,0.03734697513357076,0.1825959224408355,1.0
127,1966,4154,3,0.7313395738601685,0.6092279805519679,35.617800358581206,57.53881726496657,0.030334432829091512,0.14666112164551875,1.0
128,1967,4176,1,0.7389944195747375,0.6091130115809686,35.6912317859422,58.03896182396693,0.0037570594001547193,0.4496283369537238,1.0
129,1968,4162,3,0.7354000806808472,0.6098413476917764,35.704389048273654,57.420348768619135,0.007226213993732698,0.13631580387367534,1.0
130,1971,4154,3,0.7365697622299194,0.6099861606231913,35.62097085029753,57.497321164097016,0.018593339913553587,0.1407006585334219,1.0
131,1972,4162,3,0.7412568926811218,0.6108309422906499,35.69054584240707,57.375285496662556,0.013281011110942353,0.14426817215240698,1.0
132,1976,4154,3,0.7283045053482056,0.6101436837481364,35.609105540587855,57.46344781289569,0.009987617530363403,0.14879675931723624,1.0
133,1979,4162,3,0.73736572265625,0.6107661433094668,35.6986172662143,57.33306793765388,0.013832271209888773,0.14956598556798728,1.0
134,1981,4154,3,0.7330138087272644,0.6115774085494342,35.64272411434852,57.41765559548585,0.01589574848159582,0.1441399774747756,1.0
135,1984,4162,3,0.7327650189399719,0.6109455904834075,35.73410874014433,57.301300344999355,0.011058631078202171,0.15497313308848373,1.0
136,1986,4154,3,0.7399287819862366,0.6110451152763645,35.64431022155785,57.40363091863449,0.014601630373203858,0.1581359796469264,1.0
137,1987,4162,3,0.7371553182601929,0.6104611009573749,35.71432736609806,57.284153946268766,0.012743478119062132,0.15611825968906046,1.0
138,1993,4154,3,0.7297922968864441,0.6105887968819529,35.638330861801215,57.348345019452,0.00646237701599958,0.15027868638298603,1.0
